No,°üÃø¼Ò¸í,°üÃø½Ã°£,À¯¼Ó(Kn & cm/s),À¯Çâ(¢ª),À¯Çâ16¹æÀ§
29,»ó¿Õµîµµ,2024-05-12 04:40,1.64 & 84.2,33,ºÏºÏµ¿
30,»ó¿Õµîµµ,2024-05-12 04:50,1.49 & 76.9,29,ºÏºÏµ¿
31,»ó¿Õµîµµ,2024-05-12 05:00,1.25 & 64.4,31,ºÏºÏµ¿
32,»ó¿Õµîµµ,2024-05-12 05:10,1.12 & 57.6,32,ºÏºÏµ¿
33,»ó¿Õµîµµ,2024-05-12 05:20,1.06 & 54.4,34,ºÏµ¿
34,»ó¿Õµîµµ,2024-05-12 05:30,.86 & 44.2,33,ºÏºÏµ¿
35,»ó¿Õµîµµ,2024-05-12 05:40,.76 & 39.3,29,ºÏºÏµ¿
36,»ó¿Õµîµµ,2024-05-12 05:50,.77 & 39.5,27,ºÏºÏµ¿
37,»ó¿Õµîµµ,2024-05-12 06:00,.79 & 40.4,26,ºÏºÏµ¿
38,»ó¿Õµîµµ,2024-05-12 06:10,.84 & 43.1,10,ºÏ
39,»ó¿Õµîµµ,2024-05-12 06:20,.83 & 42.7,10,ºÏ
40,»ó¿Õµîµµ,2024-05-12 06:30,.74 & 37.9,11,ºÏ
41,»ó¿Õµîµµ,2024-05-12 06:40,.75 & 38.4,15,ºÏºÏµ¿
42,»ó¿Õµîµµ,2024-05-12 06:50,.7 & 36.2,21,ºÏºÏµ¿
43,»ó¿Õµîµµ,2024-05-12 07:00,.63 & 32.6,27,ºÏºÏµ¿
44,»ó¿Õµîµµ,2024-05-12 07:10,.51 & 26.3,26,ºÏºÏµ¿
45,»ó¿Õµîµµ,2024-05-12 07:20,.5 & 25.9,20,ºÏºÏµ¿
46,»ó¿Õµîµµ,2024-05-12 07:30,.45 & 22.9,13,ºÏºÏµ¿
47,»ó¿Õµîµµ,2024-05-12 07:40,.28 & 14.5,348,ºÏºÏ¼­
48,»ó¿Õµîµµ,2024-05-12 07:50,.13 & 6.7,328,ºÏºÏ¼­
49,»ó¿Õµîµµ,2024-05-12 08:00,.12 & 6.4,319,ºÏ¼­
50,»ó¿Õµîµµ,2024-05-12 08:10,.14 & 7.4,309,ºÏ¼­
51,»ó¿Õµîµµ,2024-05-12 08:20,.16 & 8.4,277,¼­
52,»ó¿Õµîµµ,2024-05-12 08:30,.19 & 10,260,¼­
53,»ó¿Õµîµµ,2024-05-12 08:40,.24 & 12.6,240,¼­³²¼­
54,»ó¿Õµîµµ,2024-05-12 08:50,.36 & 18.5,239,¼­³²¼­
55,»ó¿Õµîµµ,2024-05-12 09:00,.46 & 23.8,237,¼­³²¼­
56,»ó¿Õµîµµ,2024-05-12 09:10,.59 & 30.6,239,¼­³²¼­
57,»ó¿Õµîµµ,2024-05-12 09:20,.67 & 34.6,239,¼­³²¼­
58,»ó¿Õµîµµ,2024-05-12 09:30,.82 & 42.4,254,¼­³²¼­
59,»ó¿Õµîµµ,2024-05-12 09:40,.82 & 42.3,258,¼­³²¼­
60,»ó¿Õµîµµ,2024-05-12 09:50,.91 & 46.9,257,¼­³²¼­
61,»ó¿Õµîµµ,2024-05-12 10:00,.83 & 42.9,259,¼­
62,»ó¿Õµîµµ,2024-05-12 10:10,.76 & 39.1,255,¼­³²¼­
63,»ó¿Õµîµµ,2024-05-12 10:20,.95 & 49,269,¼­
64,»ó¿Õµîµµ,2024-05-12 10:30,.91 & 47,266,¼­
65,»ó¿Õµîµµ,2024-05-12 10:40,.8 & 41.3,264,¼­
66,»ó¿Õµîµµ,2024-05-12 10:50,.75 & 38.6,261,¼­
67,»ó¿Õµîµµ,2024-05-12 11:00,.66 & 33.8,257,¼­³²¼­
68,»ó¿Õµîµµ,2024-05-12 11:10,.56 & 29,254,¼­³²¼­
69,»ó¿Õµîµµ,2024-05-12 11:20,.49 & 25.2,250,¼­³²¼­
70,»ó¿Õµîµµ,2024-05-12 11:30,.44 & 22.5,243,¼­³²¼­
71,»ó¿Õµîµµ,2024-05-12 11:40,.34 & 17.4,242,¼­³²¼­
72,»ó¿Õµîµµ,2024-05-12 11:50,.26 & 13.6,245,¼­³²¼­
73,»ó¿Õµîµµ,2024-05-12 12:00,.19 & 9.7,230,³²¼­
74,»ó¿Õµîµµ,2024-05-12 12:10,.18 & 9.1,195,³²³²¼­
75,»ó¿Õµîµµ,2024-05-12 12:20,.24 & 12.2,176,³²
76,»ó¿Õµîµµ,2024-05-12 12:30,.27 & 14.1,162,³²³²µ¿
77,»ó¿Õµîµµ,2024-05-12 12:40,.29 & 14.7,156,³²³²µ¿
78,»ó¿Õµîµµ,2024-05-12 12:50,.29 & 14.8,144,³²µ¿
79,»ó¿Õµîµµ,2024-05-12 13:00,.34 & 17.6,128,³²µ¿
80,»ó¿Õµîµµ,2024-05-12 13:10,.36 & 18.6,116,µ¿³²µ¿
81,»ó¿Õµîµµ,2024-05-12 13:20,.55 & 28.5,106,µ¿³²µ¿
82,»ó¿Õµîµµ,2024-05-12 13:30,.55 & 28.2,91,µ¿
83,»ó¿Õµîµµ,2024-05-12 13:40,.56 & 28.9,82,µ¿
84,»ó¿Õµîµµ,2024-05-12 13:50,.71 & 36.3,87,µ¿
85,»ó¿Õµîµµ,2024-05-12 14:00,.79 & 40.8,81,µ¿
86,»ó¿Õµîµµ,2024-05-12 14:10,.88 & 45.4,88,µ¿
87,»ó¿Õµîµµ,2024-05-12 14:20,.98 & 50.3,79,µ¿
88,»ó¿Õµîµµ,2024-05-12 14:30,1.02 & 52.3,76,µ¿ºÏµ¿
89,»ó¿Õµîµµ,2024-05-12 14:40,1.07 & 55.1,71,µ¿ºÏµ¿
90,»ó¿Õµîµµ,2024-05-12 14:50,1.1 & 56.7,69,µ¿ºÏµ¿
91,»ó¿Õµîµµ,2024-05-12 15:00,1.11 & 56.9,72,µ¿ºÏµ¿
92,»ó¿Õµîµµ,2024-05-12 15:10,1.14 & 58.4,70,µ¿ºÏµ¿
93,»ó¿Õµîµµ,2024-05-12 15:20,1.05 & 54,71,µ¿ºÏµ¿
94,»ó¿Õµîµµ,2024-05-12 15:30,1.06 & 54.5,73,µ¿ºÏµ¿
95,»ó¿Õµîµµ,2024-05-12 15:40,1.07 & 55.2,74,µ¿ºÏµ¿
96,»ó¿Õµîµµ,2024-05-12 15:50,1.02 & 52.4,69,µ¿ºÏµ¿
97,»ó¿Õµîµµ,2024-05-12 16:00,.93 & 48.1,73,µ¿ºÏµ¿
98,»ó¿Õµîµµ,2024-05-12 16:10,.89 & 45.9,73,µ¿ºÏµ¿
99,»ó¿Õµîµµ,2024-05-12 16:20,.82 & 42,72,µ¿ºÏµ¿
100,»ó¿Õµîµµ,2024-05-12 16:30,.73 & 37.3,64,µ¿ºÏµ¿
101,»ó¿Õµîµµ,2024-05-12 16:40,.65 & 33.3,66,µ¿ºÏµ¿
102,»ó¿Õµîµµ,2024-05-12 16:50,.59 & 30.1,66,µ¿ºÏµ¿
103,»ó¿Õµîµµ,2024-05-12 17:00,.52 & 26.7,63,µ¿ºÏµ¿
104,»ó¿Õµîµµ,2024-05-12 17:10,.34 & 17.3,68,µ¿ºÏµ¿
105,»ó¿Õµîµµ,2024-05-12 17:20,.31 & 16,55,ºÏµ¿
106,»ó¿Õµîµµ,2024-05-12 17:30,.21 & 10.8,57,µ¿ºÏµ¿
107,»ó¿Õµîµµ,2024-05-12 17:40,.5 & 25.8,12,ºÏºÏµ¿
108,»ó¿Õµîµµ,2024-05-12 17:50,.45 & 23.3,12,ºÏºÏµ¿
109,»ó¿Õµîµµ,2024-05-12 18:00,.37 & 19.2,356,ºÏ
110,»ó¿Õµîµµ,2024-05-12 18:10,.3 & 15.4,355,ºÏ
111,»ó¿Õµîµµ,2024-05-12 18:20,.29 & 14.7,346,ºÏºÏ¼­
112,»ó¿Õµîµµ,2024-05-12 18:30,.2 & 10.3,320,ºÏ¼­
113,»ó¿Õµîµµ,2024-05-12 18:40,.14 & 7.4,305,ºÏ¼­
114,»ó¿Õµîµµ,2024-05-12 18:50,.15 & 7.6,280,¼­
115,»ó¿Õµîµµ,2024-05-12 19:00,.24 & 12.3,261,¼­
116,»ó¿Õµîµµ,2024-05-12 19:10,.26 & 13.6,266,¼­
117,»ó¿Õµîµµ,2024-05-12 19:20,.28 & 14.5,253,¼­³²¼­
118,»ó¿Õµîµµ,2024-05-12 19:30,.3 & 15.3,248,¼­³²¼­
119,»ó¿Õµîµµ,2024-05-12 19:40,.39 & 20.2,238,¼­³²¼­
120,»ó¿Õµîµµ,2024-05-12 19:50,.56 & 28.6,250,¼­³²¼­
121,»ó¿Õµîµµ,2024-05-12 20:00,.53 & 27.2,247,¼­³²¼­
122,»ó¿Õµîµµ,2024-05-12 20:10,.55 & 28.4,249,¼­³²¼­
123,»ó¿Õµîµµ,2024-05-12 20:20,.66 & 33.8,249,¼­³²¼­
124,»ó¿Õµîµµ,2024-05-12 20:30,.61 & 31.6,245,¼­³²¼­
125,»ó¿Õµîµµ,2024-05-12 20:40,.7 & 36,244,¼­³²¼­
126,»ó¿Õµîµµ,2024-05-12 20:50,.68 & 35.1,243,¼­³²¼­
127,»ó¿Õµîµµ,2024-05-12 21:00,.78 & 40.2,247,¼­³²¼­
128,»ó¿Õµîµµ,2024-05-12 21:10,.69 & 35.7,236,³²¼­
129,»ó¿Õµîµµ,2024-05-12 21:20,.82 & 42.2,232,³²¼­
130,»ó¿Õµîµµ,2024-05-12 21:30,1.33 & 68.5,223,³²¼­
131,»ó¿Õµîµµ,2024-05-12 21:40,1.33 & 68.4,223,³²¼­
132,»ó¿Õµîµµ,2024-05-12 21:50,1.47 & 75.6,222,³²¼­
133,»ó¿Õµîµµ,2024-05-12 22:00,1.42 & 72.9,221,³²¼­
134,»ó¿Õµîµµ,2024-05-12 22:10,1.42 & 72.9,220,³²¼­
135,»ó¿Õµîµµ,2024-05-12 22:20,1.48 & 76.3,219,³²¼­
136,»ó¿Õµîµµ,2024-05-12 22:30,1.49 & 76.7,221,³²¼­
137,»ó¿Õµîµµ,2024-05-12 22:40,1.42 & 73.3,222,³²¼­
138,»ó¿Õµîµµ,2024-05-12 22:50,1.39 & 71.3,223,³²¼­
139,»ó¿Õµîµµ,2024-05-12 23:00,1.41 & 72.5,224,³²¼­
140,»ó¿Õµîµµ,2024-05-12 23:10,1.34 & 69.1,224,³²¼­
141,»ó¿Õµîµµ,2024-05-12 23:20,1.3 & 66.8,223,³²¼­
142,»ó¿Õµîµµ,2024-05-12 23:30,1.24 & 64,222,³²¼­
143,»ó¿Õµîµµ,2024-05-12 23:40,1.19 & 61.3,224,³²¼­
144,»ó¿Õµîµµ,2024-05-12 23:50,1.09 & 56.2,224,³²¼­
145,»ó¿Õµîµµ,2024-05-13 00:00,.99 & 50.7,221,³²¼­
146,»ó¿Õµîµµ,2024-05-13 00:10,.96 & 49.4,221,³²¼­
147,»ó¿Õµîµµ,2024-05-13 00:20,.84 & 43,223,³²¼­
148,»ó¿Õµîµµ,2024-05-13 00:30,.71 & 36.6,222,³²¼­
149,»ó¿Õµîµµ,2024-05-13 00:40,.6 & 31,219,³²¼­
150,»ó¿Õµîµµ,2024-05-13 00:50,.5 & 25.6,222,³²¼­
151,»ó¿Õµîµµ,2024-05-13 01:00,.38 & 19.4,222,³²¼­
152,»ó¿Õµîµµ,2024-05-13 01:10,.18 & 9.4,210,³²³²¼­
153,»ó¿Õµîµµ,2024-05-13 01:20,.06 & 3.1,198,³²³²¼­
154,»ó¿Õµîµµ,2024-05-13 01:30,.05 & 2.7,69,µ¿ºÏµ¿
155,»ó¿Õµîµµ,2024-05-13 01:40,.07 & 3.6,56,ºÏµ¿
156,»ó¿Õµîµµ,2024-05-13 01:50,.14 & 7.3,41,ºÏµ¿
157,»ó¿Õµîµµ,2024-05-13 02:00,.34 & 17.4,53,ºÏµ¿
158,»ó¿Õµîµµ,2024-05-13 02:10,.4 & 20.5,60,µ¿ºÏµ¿
159,»ó¿Õµîµµ,2024-05-13 02:20,.45 & 23.1,53,ºÏµ¿
160,»ó¿Õµîµµ,2024-05-13 02:30,.58 & 29.8,51,ºÏµ¿
161,»ó¿Õµîµµ,2024-05-13 02:40,.6 & 31.1,49,ºÏµ¿
162,»ó¿Õµîµµ,2024-05-13 02:50,.61 & 31.5,46,ºÏµ¿
163,»ó¿Õµîµµ,2024-05-13 03:00,.72 & 37.2,47,ºÏµ¿
164,»ó¿Õµîµµ,2024-05-13 03:10,.78 & 40.2,47,ºÏµ¿
165,»ó¿Õµîµµ,2024-05-13 03:20,.83 & 42.7,48,ºÏµ¿
166,»ó¿Õµîµµ,2024-05-13 03:30,.78 & 40,48,ºÏµ¿
167,»ó¿Õµîµµ,2024-05-13 03:40,.83 & 42.6,48,ºÏµ¿
168,»ó¿Õµîµµ,2024-05-13 03:50,.82 & 42.3,47,ºÏµ¿
169,»ó¿Õµîµµ,2024-05-13 04:00,.75 & 38.8,47,ºÏµ¿
170,»ó¿Õµîµµ,2024-05-13 04:10,.84 & 43.1,40,ºÏµ¿
171,»ó¿Õµîµµ,2024-05-13 04:20,.89 & 45.7,37,ºÏµ¿
172,»ó¿Õµîµµ,2024-05-13 04:30,.92 & 47.2,28,ºÏºÏµ¿
173,»ó¿Õµîµµ,2024-05-13 04:40,.86 & 44,26,ºÏºÏµ¿
174,»ó¿Õµîµµ,2024-05-13 04:50,.89 & 45.8,23,ºÏºÏµ¿
175,»ó¿Õµîµµ,2024-05-13 05:00,.89 & 46,27,ºÏºÏµ¿
176,»ó¿Õµîµµ,2024-05-13 05:10,1.05 & 54,29,ºÏºÏµ¿
177,»ó¿Õµîµµ,2024-05-13 05:20,1.07 & 55.1,28,ºÏºÏµ¿
178,»ó¿Õµîµµ,2024-05-13 05:30,1.08 & 55.7,27,ºÏºÏµ¿
179,»ó¿Õµîµµ,2024-05-13 05:40,1.07 & 55.2,25,ºÏºÏµ¿
180,»ó¿Õµîµµ,2024-05-13 05:50,1.05 & 54.2,24,ºÏºÏµ¿
181,»ó¿Õµîµµ,2024-05-13 06:00,1.08 & 55.8,21,ºÏºÏµ¿
182,»ó¿Õµîµµ,2024-05-13 06:10,1.07 & 55.1,15,ºÏºÏµ¿
183,»ó¿Õµîµµ,2024-05-13 06:20,1.03 & 52.8,18,ºÏºÏµ¿
184,»ó¿Õµîµµ,2024-05-13 06:30,.97 & 49.8,16,ºÏºÏµ¿
185,»ó¿Õµîµµ,2024-05-13 06:40,.92 & 47.2,19,ºÏºÏµ¿
186,»ó¿Õµîµµ,2024-05-13 06:50,.89 & 45.9,18,ºÏºÏµ¿
187,»ó¿Õµîµµ,2024-05-13 07:00,.8 & 41.1,15,ºÏºÏµ¿
188,»ó¿Õµîµµ,2024-05-13 07:10,.7 & 35.8,10,ºÏ
189,»ó¿Õµîµµ,2024-05-13 07:20,.69 & 35.6,9,ºÏ
190,»ó¿Õµîµµ,2024-05-13 07:30,.59 & 30.6,358,ºÏ
191,»ó¿Õµîµµ,2024-05-13 07:40,.52 & 26.5,359,ºÏ
192,»ó¿Õµîµµ,2024-05-13 07:50,.44 & 22.4,0,ºÏ
193,»ó¿Õµîµµ,2024-05-13 08:00,.38 & 19.3,351,ºÏ
194,»ó¿Õµîµµ,2024-05-13 08:10,.35 & 18.2,318,ºÏ¼­
195,»ó¿Õµîµµ,2024-05-13 08:20,.22 & 11.1,330,ºÏºÏ¼­
196,»ó¿Õµîµµ,2024-05-13 08:30,.24 & 12.4,299,¼­ºÏ¼­
197,»ó¿Õµîµµ,2024-05-13 08:40,.29 & 14.7,297,¼­ºÏ¼­
198,»ó¿Õµîµµ,2024-05-13 08:50,.29 & 15,278,¼­
199,»ó¿Õµîµµ,2024-05-13 09:00,.36 & 18.4,277,¼­
200,»ó¿Õµîµµ,2024-05-13 09:10,.35 & 18.1,269,¼­
201,»ó¿Õµîµµ,2024-05-13 09:20,.37 & 19.1,251,¼­³²¼­
202,»ó¿Õµîµµ,2024-05-13 09:30,.42 & 21.4,253,¼­³²¼­
203,»ó¿Õµîµµ,2024-05-13 09:40,.41 & 21.3,247,¼­³²¼­
204,»ó¿Õµîµµ,2024-05-13 09:50,.55 & 28.3,241,¼­³²¼­
205,»ó¿Õµîµµ,2024-05-13 10:00,.5 & 25.8,236,³²¼­
206,»ó¿Õµîµµ,2024-05-13 10:10,.55 & 28.4,230,³²¼­
207,»ó¿Õµîµµ,2024-05-13 10:20,.55 & 28.4,233,³²¼­
208,»ó¿Õµîµµ,2024-05-13 10:30,.61 & 31.5,231,³²¼­
209,»ó¿Õµîµµ,2024-05-13 10:40,.72 & 37,231,³²¼­
210,»ó¿Õµîµµ,2024-05-13 11:00,.74 & 38.1,222,³²¼­
211,»ó¿Õµîµµ,2024-05-13 11:10,.75 & 38.8,220,³²¼­
212,»ó¿Õµîµµ,2024-05-13 11:20,.74 & 38.3,223,³²¼­
213,»ó¿Õµîµµ,2024-05-13 11:30,.73 & 37.4,228,³²¼­
214,»ó¿Õµîµµ,2024-05-13 11:40,.78 & 40.2,229,³²¼­
215,»ó¿Õµîµµ,2024-05-13 11:50,.75 & 38.4,227,³²¼­
216,»ó¿Õµîµµ,2024-05-13 12:00,.74 & 38,222,³²¼­
217,»ó¿Õµîµµ,2024-05-13 12:10,.79 & 40.6,214,³²¼­
218,»ó¿Õµîµµ,2024-05-13 12:20,.81 & 41.6,209,³²³²¼­
219,»ó¿Õµîµµ,2024-05-13 12:30,.77 & 39.7,205,³²³²¼­
220,»ó¿Õµîµµ,2024-05-13 12:40,.71 & 36.6,198,³²³²¼­
221,»ó¿Õµîµµ,2024-05-13 12:50,.68 & 35,201,³²³²¼­
222,»ó¿Õµîµµ,2024-05-13 13:00,.63 & 32.2,196,³²³²¼­
223,»ó¿Õµîµµ,2024-05-13 13:10,.54 & 27.8,188,³²
224,»ó¿Õµîµµ,2024-05-13 13:20,.59 & 30.1,181,³²
225,»ó¿Õµîµµ,2024-05-13 13:30,.56 & 28.7,176,³²
226,»ó¿Õµîµµ,2024-05-13 13:40,.59 & 30.2,171,³²
227,»ó¿Õµîµµ,2024-05-13 13:50,.54 & 27.6,163,³²³²µ¿
228,»ó¿Õµîµµ,2024-05-13 14:00,.53 & 27.1,156,³²³²µ¿
229,»ó¿Õµîµµ,2024-05-13 14:10,.53 & 27.2,148,³²³²µ¿
230,»ó¿Õµîµµ,2024-05-13 14:20,.47 & 24,140,³²µ¿
231,»ó¿Õµîµµ,2024-05-13 14:30,.45 & 23.1,144,³²µ¿
232,»ó¿Õµîµµ,2024-05-13 14:40,.42 & 21.7,140,³²µ¿
233,»ó¿Õµîµµ,2024-05-13 14:50,.47 & 24.4,134,³²µ¿
234,»ó¿Õµîµµ,2024-05-13 15:00,.44 & 22.4,134,³²µ¿
235,»ó¿Õµîµµ,2024-05-13 15:10,.43 & 21.9,128,³²µ¿
236,»ó¿Õµîµµ,2024-05-13 15:20,.33 & 17.1,122,µ¿³²µ¿
237,»ó¿Õµîµµ,2024-05-13 15:30,.29 & 15,128,³²µ¿
238,»ó¿Õµîµµ,2024-05-13 15:40,.27 & 14,120,µ¿³²µ¿
239,»ó¿Õµîµµ,2024-05-13 15:50,.27 & 13.9,113,µ¿³²µ¿
240,»ó¿Õµîµµ,2024-05-13 16:00,.21 & 10.9,114,µ¿³²µ¿
241,»ó¿Õµîµµ,2024-05-13 16:10,.17 & 8.6,112,µ¿³²µ¿
242,»ó¿Õµîµµ,2024-05-13 16:20,.17 & 8.6,104,µ¿³²µ¿
243,»ó¿Õµîµµ,2024-05-13 16:30,.19 & 9.7,93,µ¿
244,»ó¿Õµîµµ,2024-05-13 16:40,.17 & 9,98,µ¿
245,»ó¿Õµîµµ,2024-05-13 16:50,.13 & 6.5,77,µ¿ºÏµ¿
246,»ó¿Õµîµµ,2024-05-13 17:00,.11 & 5.8,118,µ¿³²µ¿
247,»ó¿Õµîµµ,2024-05-13 17:10,.07 & 3.7,95,µ¿
248,»ó¿Õµîµµ,2024-05-13 17:20,.05 & 2.8,58,µ¿ºÏµ¿
249,»ó¿Õµîµµ,2024-05-13 17:30,.07 & 3.5,294,¼­ºÏ¼­
250,»ó¿Õµîµµ,2024-05-13 17:40,.08 & 4.3,329,ºÏºÏ¼­
251,»ó¿Õµîµµ,2024-05-13 17:50,.16 & 8,315,ºÏ¼­
252,»ó¿Õµîµµ,2024-05-13 18:00,.17 & 8.6,313,ºÏ¼­
253,»ó¿Õµîµµ,2024-05-13 18:10,.16 & 8.4,297,¼­ºÏ¼­
254,»ó¿Õµîµµ,2024-05-13 18:20,.28 & 14.5,292,¼­ºÏ¼­
255,»ó¿Õµîµµ,2024-05-13 18:30,.31 & 16,294,¼­ºÏ¼­
256,»ó¿Õµîµµ,2024-05-13 18:40,.31 & 16,303,¼­ºÏ¼­
257,»ó¿Õµîµµ,2024-05-13 18:50,.3 & 15.2,285,¼­ºÏ¼­
258,»ó¿Õµîµµ,2024-05-13 19:00,.37 & 18.8,288,¼­ºÏ¼­
259,»ó¿Õµîµµ,2024-05-13 19:10,.35 & 18.2,288,¼­ºÏ¼­
260,»ó¿Õµîµµ,2024-05-13 19:20,.39 & 20.1,281,¼­
261,»ó¿Õµîµµ,2024-05-13 19:30,.39 & 19.9,285,¼­ºÏ¼­
262,»ó¿Õµîµµ,2024-05-13 19:40,.45 & 23.3,282,¼­ºÏ¼­
263,»ó¿Õµîµµ,2024-05-13 19:50,.66 & 33.9,268,¼­
264,»ó¿Õµîµµ,2024-05-13 20:00,.73 & 37.3,262,¼­
265,»ó¿Õµîµµ,2024-05-13 20:10,.62 & 32.1,265,¼­
266,»ó¿Õµîµµ,2024-05-13 20:20,.68 & 34.9,269,¼­
267,»ó¿Õµîµµ,2024-05-13 20:30,.78 & 40.3,264,¼­
268,»ó¿Õµîµµ,2024-05-13 20:40,.77 & 39.7,259,¼­
269,»ó¿Õµîµµ,2024-05-13 20:50,.78 & 39.9,257,¼­³²¼­
270,»ó¿Õµîµµ,2024-05-13 21:00,.83 & 42.5,257,¼­³²¼­
271,»ó¿Õµîµµ,2024-05-13 21:10,.8 & 41.2,254,¼­³²¼­
272,»ó¿Õµîµµ,2024-05-13 21:20,.84 & 43,251,¼­³²¼­
273,»ó¿Õµîµµ,2024-05-13 21:30,.83 & 42.8,249,¼­³²¼­
274,»ó¿Õµîµµ,2024-05-13 21:40,.89 & 45.7,247,¼­³²¼­
275,»ó¿Õµîµµ,2024-05-13 21:50,.87 & 45,246,¼­³²¼­
276,»ó¿Õµîµµ,2024-05-13 22:00,.94 & 48.5,241,¼­³²¼­
277,»ó¿Õµîµµ,2024-05-13 22:10,.97 & 50,237,¼­³²¼­
278,»ó¿Õµîµµ,2024-05-13 22:20,.98 & 50.4,236,³²¼­
279,»ó¿Õµîµµ,2024-05-13 22:30,1.03 & 52.9,234,³²¼­
280,»ó¿Õµîµµ,2024-05-13 22:40,.97 & 50,233,³²¼­
281,»ó¿Õµîµµ,2024-05-13 22:50,1 & 51.5,230,³²¼­
282,»ó¿Õµîµµ,2024-05-13 23:00,.98 & 50.2,228,³²¼­
283,»ó¿Õµîµµ,2024-05-13 23:10,.95 & 48.9,227,³²¼­
284,»ó¿Õµîµµ,2024-05-13 23:20,.96 & 49.2,227,³²¼­
285,»ó¿Õµîµµ,2024-05-13 23:30,.82 & 42,225,³²¼­
286,»ó¿Õµîµµ,2024-05-13 23:40,.8 & 41.4,225,³²¼­
287,»ó¿Õµîµµ,2024-05-13 23:50,.72 & 37.1,225,³²¼­
